,Model,Substância,cm_0,cm_1,cm_2,cm_3,cm_4,cm_5,cm_6,cm_7,cm_8
894,GaussianNB,Ketamine,126,26,1,18,8,1,5,1,2
895,GaussianNB,Ketamine,128,21,4,19,7,1,4,4,0
896,GaussianNB,Ketamine,130,22,1,16,11,0,4,4,0
897,GaussianNB,Ketamine,133,17,3,16,11,0,4,1,2
898,GaussianNB,Ketamine,135,15,3,18,8,1,5,2,0
899,GaussianNB,Ketamine,132,18,3,19,7,1,4,3,0
900,GaussianNB,Legalh,90,22,1,15,31,5,5,14,5
901,GaussianNB,Legalh,99,13,0,17,32,3,6,8,10
902,GaussianNB,Legalh,95,15,2,14,32,6,5,13,6
903,GaussianNB,Legalh,96,13,3,17,26,9,4,15,5
904,GaussianNB,Legalh,97,10,5,16,24,12,4,15,5
905,GaussianNB,Legalh,87,20,5,19,28,5,7,13,4
906,GaussianNB,Legalh,95,16,1,14,28,10,5,14,5
907,GaussianNB,Legalh,97,12,3,14,27,10,9,12,3
908,GaussianNB,Legalh,86,23,3,19,27,5,2,17,5
909,GaussianNB,Legalh,92,19,1,18,23,10,5,17,2
910,GaussianNB,Legalh,96,16,1,14,29,8,5,14,5
911,GaussianNB,Legalh,89,21,2,9,34,9,3,14,7
912,GaussianNB,Legalh,97,13,2,17,26,9,8,10,6
913,GaussianNB,Legalh,93,15,4,13,28,11,5,14,5
914,GaussianNB,Legalh,89,18,5,17,28,7,6,12,6
915,GaussianNB,Legalh,95,11,6,20,25,7,7,10,7
916,GaussianNB,Legalh,96,12,4,22,25,5,5,15,4
917,GaussianNB,Legalh,99,13,0,15,32,4,4,15,5
918,GaussianNB,Legalh,90,21,1,13,33,5,5,14,5
919,GaussianNB,Legalh,94,18,0,21,23,7,5,16,3
920,GaussianNB,Legalh,96,15,2,23,26,2,3,18,3
921,GaussianNB,Legalh,96,12,4,18,27,7,5,14,5
922,GaussianNB,Legalh,91,19,2,11,32,9,4,12,8
923,GaussianNB,Legalh,96,11,5,18,30,4,6,17,1
924,GaussianNB,Legalh,89,21,2,16,25,11,3,14,7
925,GaussianNB,Legalh,88,20,4,16,25,11,7,9,8
926,GaussianNB,Legalh,94,17,1,19,27,6,5,15,4
927,GaussianNB,Legalh,89,21,2,15,32,4,4,17,3
928,GaussianNB,Legalh,96,10,6,14,25,12,9,9,6
929,GaussianNB,Legalh,100,10,2,13,25,13,6,16,2
930,GaussianNB,LSD,105,18,10,18,15,6,6,4,6
931,GaussianNB,LSD,103,16,14,14,17,8,3,6,7
932,GaussianNB,LSD,111,18,4,14,18,7,3,9,4
933,GaussianNB,LSD,113,16,4,19,13,7,4,7,5
934,GaussianNB,LSD,101,26,6,17,17,4,7,4,6
935,GaussianNB,LSD,114,13,6,14,12,12,3,11,3
936,GaussianNB,LSD,104,22,6,15,21,3,3,8,6
937,GaussianNB,LSD,110,13,9,15,18,6,4,7,5
938,GaussianNB,LSD,109,19,4,20,16,3,3,7,6
939,GaussianNB,LSD,119,8,5,16,18,5,5,8,3
940,GaussianNB,LSD,113,13,7,14,17,8,3,8,5
941,GaussianNB,LSD,113,13,7,14,16,9,4,7,5
942,GaussianNB,LSD,113,14,6,15,14,10,6,8,2
943,GaussianNB,LSD,109,19,5,20,10,9,5,7,4
944,GaussianNB,LSD,106,14,13,17,12,9,8,3,6
945,GaussianNB,LSD,109,20,4,11,22,5,4,4,9
946,GaussianNB,LSD,103,23,6,15,21,3,4,9,4
947,GaussianNB,LSD,107,19,6,15,20,4,1,14,1
948,GaussianNB,LSD,110,15,7,15,18,6,1,10,5
949,GaussianNB,LSD,109,19,4,21,15,3,5,5,6
950,GaussianNB,LSD,106,15,12,16,16,7,4,7,5
951,GaussianNB,LSD,114,11,8,18,13,8,5,7,4
952,GaussianNB,LSD,112,12,9,18,17,4,2,7,7
953,GaussianNB,LSD,115,17,1,23,11,5,5,7,4
954,GaussianNB,LSD,103,21,9,15,18,5,3,10,4
955,GaussianNB,LSD,107,21,5,16,16,6,6,7,4
956,GaussianNB,LSD,112,12,8,9,19,11,4,6,7
957,GaussianNB,LSD,104,20,8,10,19,10,4,7,5
958,GaussianNB,LSD,106,17,9,19,14,6,5,8,3
959,GaussianNB,LSD,113,17,2,17,18,4,4,10,2
960,GaussianNB,Meth,128,10,9,8,11,5,9,2,6
961,GaussianNB,Meth,128,14,5,15,7,2,8,7,2
962,GaussianNB,Meth,123,10,14,17,7,0,14,0,3
963,GaussianNB,Meth,118,22,6,17,4,4,7,6,4
964,GaussianNB,Meth,119,20,7,16,6,3,9,5,3
965,GaussianNB,Meth,130,12,4,13,7,5,9,4,4
966,GaussianNB,Meth,132,10,4,13,10,1,8,7,3
967,GaussianNB,Meth,119,19,8,17,6,1,6,8,3
968,GaussianNB,Meth,129,14,3,16,5,3,13,3,1
969,GaussianNB,Meth,125,13,8,14,8,2,7,5,5
970,GaussianNB,Meth,123,12,12,14,5,5,12,2,3
971,GaussianNB,Meth,126,14,7,15,7,2,12,4,1
972,GaussianNB,Meth,134,6,7,12,8,4,8,7,2
973,GaussianNB,Meth,126,15,5,17,5,3,10,2,5
974,GaussianNB,Meth,122,19,5,13,8,4,5,11,1
975,GaussianNB,Meth,132,9,5,16,6,3,9,3,5
976,GaussianNB,Meth,115,24,7,17,5,2,10,4,4
977,GaussianNB,Meth,127,12,7,13,6,5,9,5,3
978,GaussianNB,Meth,123,14,9,15,8,1,9,5,3
979,GaussianNB,Meth,128,15,3,14,6,4,6,4,7
980,GaussianNB,Meth,128,12,7,14,9,1,8,8,1
981,GaussianNB,Meth,121,20,6,17,6,1,10,5,2
982,GaussianNB,Meth,120,20,7,15,8,1,10,2,5
983,GaussianNB,Meth,130,10,6,15,6,4,8,4,5
984,GaussianNB,Meth,123,12,11,13,7,5,8,4,5
985,GaussianNB,Meth,127,14,5,12,8,5,10,5,2
986,GaussianNB,Meth,123,17,6,15,8,1,5,8,5
987,GaussianNB,Meth,133,6,7,14,7,3,11,3,3
988,GaussianNB,Meth,127,13,6,12,8,4,8,6,3
989,GaussianNB,Meth,127,14,5,20,3,1,12,3,2
990,GaussianNB,Mushrooms,99,19,1,17,31,6,3,8,4
991,GaussianNB,Mushrooms,96,22,1,27,25,1,2,12,2
992,GaussianNB,Mushrooms,88,27,4,20,26,7,6,5,5
993,GaussianNB,Mushrooms,91,22,6,19,29,5,3,11,2
994,GaussianNB,Mushrooms,96,17,6,23,29,1,6,10,0
995,GaussianNB,Mushrooms,93,24,2,20,25,8,4,10,2
996,GaussianNB,Mushrooms,102,17,0,19,27,7,2,12,2
997,GaussianNB,Mushrooms,94,22,3,15,33,5,3,9,3
998,GaussianNB,Mushrooms,96,22,1,22,29,2,2,13,0
999,GaussianNB,Mushrooms,95,20,4,24,29,0,2,11,2
1000,GaussianNB,Mushrooms,97,20,2,25,26,3,4,11,0
1001,GaussianNB,Mushrooms,90,23,6,16,29,8,4,10,2
1002,GaussianNB,Mushrooms,90,27,2,25,24,4,3,12,1
1003,GaussianNB,Mushrooms,93,23,3,17,30,6,4,11,1
1004,GaussianNB,Mushrooms,100,16,3,23,29,1,5,7,4
1005,GaussianNB,Mushrooms,100,17,2,28,22,3,2,13,1
1006,GaussianNB,Mushrooms,97,20,2,16,34,3,3,12,1
1007,GaussianNB,Mushrooms,92,24,3,19,30,4,1,13,1
1008,GaussianNB,Mushrooms,96,22,1,24,26,3,5,8,2
1009,GaussianNB,Mushrooms,93,23,3,15,34,4,2,11,2
1010,GaussianNB,Mushrooms,106,11,2,23,31,0,2,11,2
1011,GaussianNB,Mushrooms,88,27,4,20,30,3,2,14,0
1012,GaussianNB,Mushrooms,91,25,3,14,35,4,6,8,2
1013,GaussianNB,Mushrooms,101,16,2,19,32,2,3,12,1
1014,GaussianNB,Mushrooms,102,14,3,21,24,8,6,6,4
1015,GaussianNB,Mushrooms,84,31,4,23,24,6,2,12,2
1016,GaussianNB,Mushrooms,92,25,2,24,27,2,4,8,4
1017,GaussianNB,Mushrooms,98,20,1,21,27,5,5,9,1
1018,GaussianNB,Mushrooms,92,24,3,21,27,5,2,9,4
1019,GaussianNB,Mushrooms,96,22,1,14,34,5,1,10,4
1020,GaussianNB,Nicotine,43,0,19,16,0,23,26,1,60
1021,GaussianNB,Nicotine,48,0,14,21,0,18,29,1,57
1022,GaussianNB,Nicotine,43,2,17,17,0,22,19,0,68
1023,GaussianNB,Nicotine,43,1,18,18,2,19,27,0,60
1024,GaussianNB,Nicotine,41,0,21,19,1,19,22,1,64
1025,GaussianNB,Nicotine,48,0,14,17,1,21,22,1,64
1026,GaussianNB,Nicotine,48,2,13,12,1,26,21,1,64
1027,GaussianNB,Nicotine,44,0,18,13,1,24,24,0,63
1028,GaussianNB,Nicotine,38,1,23,14,0,24,16,1,70
1029,GaussianNB,Nicotine,42,1,19,16,0,22,25,1,61
1030,GaussianNB,Nicotine,38,1,23,18,1,20,23,0,64
1031,GaussianNB,Nicotine,45,1,16,18,0,21,23,2,62
1032,GaussianNB,Nicotine,42,0,20,22,1,16,22,3,62
1033,GaussianNB,Nicotine,40,1,21,13,1,25,18,0,69
1034,GaussianNB,Nicotine,46,1,15,14,0,25,31,1,55
1035,GaussianNB,Nicotine,43,1,18,15,1,23,23,0,64
1036,GaussianNB,Nicotine,43,0,20,16,0,23,19,0,67
1037,GaussianNB,Nicotine,41,1,20,17,0,21,22,1,64
1038,GaussianNB,Nicotine,50,0,12,14,2,22,29,3,55
1039,GaussianNB,Nicotine,49,1,12,16,0,22,22,0,65
1040,GaussianNB,Nicotine,40,1,21,16,1,22,20,1,66
1041,GaussianNB,Nicotine,46,0,16,18,1,20,20,1,66
1042,GaussianNB,Nicotine,43,1,18,17,0,22,16,1,70
1043,GaussianNB,Nicotine,41,0,21,16,1,22,26,0,61
1044,GaussianNB,Nicotine,41,2,19,17,1,21,17,1,69
1045,GaussianNB,Nicotine,43,0,19,14,0,25,30,0,57
1046,GaussianNB,Nicotine,48,1,14,18,0,21,25,3,58
1047,GaussianNB,Nicotine,43,0,19,11,0,27,29,2,56
1048,GaussianNB,Nicotine,46,0,16,16,0,22,22,3,62
1049,GaussianNB,Nicotine,48,1,13,20,1,17,26,0,61
1050,GaussianNB,VSA,143,23,0,11,8,0,2,1,0
1051,GaussianNB,VSA,141,24,0,8,12,0,2,1,0
1052,GaussianNB,VSA,137,28,0,14,5,1,1,2,0
1053,GaussianNB,VSA,140,25,0,12,7,0,2,2,0
1054,GaussianNB,VSA,141,24,0,9,10,0,2,2,0
1055,GaussianNB,VSA,145,20,0,7,12,0,2,2,0
1056,GaussianNB,VSA,143,19,3,13,6,0,1,3,0
1057,GaussianNB,VSA,135,29,1,11,8,0,2,1,0
1058,GaussianNB,VSA,144,20,1,9,10,0,1,2,0
1059,GaussianNB,VSA,146,19,0,8,11,0,3,0,0
1060,GaussianNB,VSA,146,19,1,10,9,0,2,1,0
1061,GaussianNB,VSA,136,29,0,8,11,1,2,1,0
1062,GaussianNB,VSA,149,15,1,8,12,0,3,0,0
1063,GaussianNB,VSA,139,26,0,10,9,0,2,2,0
1064,GaussianNB,VSA,137,27,1,8,11,0,1,3,0
1065,GaussianNB,VSA,143,20,2,8,11,0,1,3,0
1066,GaussianNB,VSA,141,23,1,9,10,0,3,1,0
1067,GaussianNB,VSA,136,28,1,12,7,0,1,2,0
1068,GaussianNB,VSA,144,21,0,12,7,0,1,2,0
1069,GaussianNB,VSA,141,24,0,13,6,0,2,1,0
1070,GaussianNB,VSA,140,26,0,9,10,0,1,2,0
1071,GaussianNB,VSA,140,24,1,12,8,0,1,2,0
1072,GaussianNB,VSA,141,24,0,8,12,0,2,1,0
1073,GaussianNB,VSA,134,30,1,14,5,0,3,1,0
1074,GaussianNB,VSA,146,19,0,5,14,0,0,4,0
1075,GaussianNB,VSA,141,24,0,10,9,0,3,1,0
1076,GaussianNB,VSA,141,24,0,12,7,0,3,1,0
1077,GaussianNB,VSA,146,18,1,7,10,2,2,1,0
1078,GaussianNB,VSA,140,25,0,11,8,0,2,1,0
1079,GaussianNB,VSA,143,21,1,8,11,0,2,1,0
1080,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1081,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1082,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1083,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1084,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1085,BernoulliNB,Alcohol,0,0,7,0,0,27,0,0,154
1086,BernoulliNB,Alcohol,0,0,7,0,0,27,0,0,154
1087,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1088,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1089,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1090,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1091,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1092,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1093,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1094,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1095,BernoulliNB,Alcohol,0,0,7,0,0,27,0,0,154
1096,BernoulliNB,Alcohol,0,0,7,0,0,27,0,0,154
1097,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1098,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1099,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1100,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1101,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1102,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1103,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1104,BernoulliNB,Alcohol,0,0,7,0,0,26,0,0,155
1105,BernoulliNB,Alcohol,0,0,7,0,0,27,0,0,154
1106,BernoulliNB,Alcohol,0,0,7,0,0,27,0,0,154
1107,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1108,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1109,BernoulliNB,Alcohol,0,0,6,0,0,27,0,0,154
1110,BernoulliNB,Amphet,101,12,7,26,11,7,10,10,4
1111,BernoulliNB,Amphet,94,20,6,30,9,5,9,9,6
1112,BernoulliNB,Amphet,97,16,7,25,10,9,12,8,4
1113,BernoulliNB,Amphet,96,14,10,25,12,7,8,10,6
1114,BernoulliNB,Amphet,102,11,7,25,11,8,10,6,8
1115,BernoulliNB,Amphet,102,14,4,22,15,7,12,9,3
1116,BernoulliNB,Amphet,100,13,7,25,6,13,10,9,5
1117,BernoulliNB,Amphet,100,12,9,23,12,8,12,6,5
1118,BernoulliNB,Amphet,95,17,9,24,10,9,10,3,10
1119,BernoulliNB,Amphet,99,15,7,17,18,8,12,4,7
1120,BernoulliNB,Amphet,100,13,7,21,13,10,8,12,4
1121,BernoulliNB,Amphet,97,18,5,24,11,9,12,3,9
1122,BernoulliNB,Amphet,97,14,9,24,17,3,10,9,5
1123,BernoulliNB,Amphet,103,11,6,23,9,12,11,9,4
1124,BernoulliNB,Amphet,94,20,6,23,16,5,12,4,8
1125,BernoulliNB,Amphet,102,12,6,25,9,10,12,4,8
1126,BernoulliNB,Amphet,96,14,10,21,13,10,12,4,8
1127,BernoulliNB,Amphet,100,14,7,27,10,6,10,7,6
1128,BernoulliNB,Amphet,102,8,11,28,12,3,9,11,3
1129,BernoulliNB,Amphet,99,13,9,25,14,4,9,9,5
1130,BernoulliNB,Amphet,91,18,11,20,15,9,9,8,7
1131,BernoulliNB,Amphet,106,8,6,26,8,10,11,7,6
1132,BernoulliNB,Amphet,100,15,5,23,11,10,14,4,6
1133,BernoulliNB,Amphet,102,13,5,25,10,9,9,12,3
1134,BernoulliNB,Amphet,94,15,11,20,16,8,10,8,6
1135,BernoulliNB,Amphet,99,15,6,23,13,8,10,9,5
1136,BernoulliNB,Amphet,101,17,2,33,10,1,6,10,8
1137,BernoulliNB,Amphet,103,9,9,20,15,8,14,6,3
1138,BernoulliNB,Amphet,97,19,5,25,11,7,10,7,6
1139,BernoulliNB,Amphet,98,14,9,28,9,6,12,8,3
1140,BernoulliNB,Amyl,146,5,0,28,5,0,3,1,0
1141,BernoulliNB,Amyl,144,7,0,33,0,0,3,1,0
1142,BernoulliNB,Amyl,146,5,0,33,0,0,4,0,0
1143,BernoulliNB,Amyl,145,6,0,32,1,0,2,2,0
1144,BernoulliNB,Amyl,145,6,0,32,1,0,4,0,0
1145,BernoulliNB,Amyl,144,7,0,30,3,0,3,1,0
1146,BernoulliNB,Amyl,151,0,0,30,2,0,5,0,0
1147,BernoulliNB,Amyl,146,5,0,30,2,0,4,0,0
1148,BernoulliNB,Amyl,150,1,0,31,1,0,4,0,0
1149,BernoulliNB,Amyl,150,0,0,32,1,0,4,0,0
1150,BernoulliNB,Amyl,144,7,0,32,1,0,4,0,0
1151,BernoulliNB,Amyl,148,3,0,31,2,0,4,0,0
1152,BernoulliNB,Amyl,145,6,0,32,1,0,4,0,0
1153,BernoulliNB,Amyl,142,9,0,30,3,0,3,1,0
1154,BernoulliNB,Amyl,150,1,0,33,0,0,4,0,0
1155,BernoulliNB,Amyl,145,6,0,31,2,0,3,1,0
1156,BernoulliNB,Amyl,146,5,0,31,1,0,5,0,0
1157,BernoulliNB,Amyl,149,2,0,30,2,0,4,0,0
1158,BernoulliNB,Amyl,151,0,0,30,2,0,4,0,0
1159,BernoulliNB,Amyl,147,3,0,32,1,0,3,1,0
1160,BernoulliNB,Amyl,146,5,0,32,1,0,3,1,0
1161,BernoulliNB,Amyl,148,3,0,32,1,0,4,0,0
1162,BernoulliNB,Amyl,150,1,0,33,0,0,4,0,0
1163,BernoulliNB,Amyl,143,8,0,30,3,0,4,0,0
1164,BernoulliNB,Amyl,149,2,0,32,1,0,3,1,0
1165,BernoulliNB,Amyl,144,7,0,32,1,0,4,0,0
1166,BernoulliNB,Amyl,148,3,0,29,3,0,4,1,0
1167,BernoulliNB,Amyl,147,4,0,32,0,0,4,0,0
1168,BernoulliNB,Amyl,144,7,0,28,4,0,3,1,0
1169,BernoulliNB,Amyl,147,3,0,32,1,0,4,0,0
1170,BernoulliNB,Benzos,98,4,9,30,5,12,13,3,14
1171,BernoulliNB,Benzos,89,7,15,28,5,14,9,10,11
1172,BernoulliNB,Benzos,90,5,16,26,5,16,17,4,9
1173,BernoulliNB,Benzos,87,8,16,27,7,13,17,2,11
1174,BernoulliNB,Benzos,94,6,12,31,6,9,15,7,8
1175,BernoulliNB,Benzos,92,5,15,31,2,13,13,3,14
1176,BernoulliNB,Benzos,89,6,17,26,5,15,11,4,15
1177,BernoulliNB,Benzos,90,11,11,32,2,12,15,5,9
1178,BernoulliNB,Benzos,91,7,14,32,7,7,11,1,17
1179,BernoulliNB,Benzos,85,9,17,30,4,12,19,2,9
1180,BernoulliNB,Benzos,92,9,10,28,10,9,15,4,11
1181,BernoulliNB,Benzos,90,10,11,28,4,15,20,2,8
1182,BernoulliNB,Benzos,92,7,12,33,8,6,4,8,18
1183,BernoulliNB,Benzos,89,11,11,35,5,7,13,5,12
1184,BernoulliNB,Benzos,93,11,8,25,4,17,12,6,12
1185,BernoulliNB,Benzos,93,3,16,23,6,17,13,3,14
1186,BernoulliNB,Benzos,88,4,20,27,2,17,17,2,11
1187,BernoulliNB,Benzos,87,7,18,30,2,14,14,6,9
1188,BernoulliNB,Benzos,88,8,16,25,7,14,18,2,9
1189,BernoulliNB,Benzos,88,6,17,35,2,9,14,5,11
1190,BernoulliNB,Benzos,87,6,18,25,8,14,13,4,13
1191,BernoulliNB,Benzos,92,6,13,29,4,14,12,4,14
1192,BernoulliNB,Benzos,88,9,14,34,5,8,12,5,13
1193,BernoulliNB,Benzos,88,10,13,35,3,9,12,4,14
1194,BernoulliNB,Benzos,87,11,14,26,7,13,13,2,15
1195,BernoulliNB,Benzos,99,4,9,28,5,13,19,3,8
1196,BernoulliNB,Benzos,90,12,10,32,6,8,17,3,10
1197,BernoulliNB,Benzos,80,13,19,29,4,13,16,8,5
1198,BernoulliNB,Benzos,105,2,5,27,6,13,15,6,8
1199,BernoulliNB,Benzos,84,6,21,27,8,11,14,5,11
1200,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1201,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1202,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1203,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1204,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1205,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1206,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1207,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1208,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1209,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1210,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1211,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1212,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1213,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1214,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1215,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1216,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1217,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1218,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1219,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1220,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1221,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1222,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1223,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1224,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1225,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1226,BernoulliNB,Caff,0,0,4,0,0,8,0,0,176
1227,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1228,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1229,BernoulliNB,Caff,0,0,3,0,0,9,0,0,175
1230,BernoulliNB,Cannabis,48,9,5,17,9,21,15,3,61
1231,BernoulliNB,Cannabis,39,10,13,18,11,19,12,5,61
1232,BernoulliNB,Cannabis,50,6,6,17,14,17,11,4,63
1233,BernoulliNB,Cannabis,46,7,9,28,4,16,5,11,62
1234,BernoulliNB,Cannabis,44,10,8,23,8,17,10,8,60
1235,BernoulliNB,Cannabis,46,6,10,20,9,19,8,6,64
1236,BernoulliNB,Cannabis,46,8,8,19,9,20,18,10,50
1237,BernoulliNB,Cannabis,49,5,8,21,5,21,16,4,58
1238,BernoulliNB,Cannabis,47,8,7,20,12,15,12,7,59
1239,BernoulliNB,Cannabis,41,11,10,17,10,20,13,9,56
1240,BernoulliNB,Cannabis,48,10,4,20,9,18,12,5,62
1241,BernoulliNB,Cannabis,47,6,9,21,11,16,10,7,61
1242,BernoulliNB,Cannabis,39,11,12,21,9,18,10,5,63
1243,BernoulliNB,Cannabis,46,10,6,24,9,15,12,8,58
1244,BernoulliNB,Cannabis,45,6,11,13,17,18,15,6,57
1245,BernoulliNB,Cannabis,42,11,9,19,7,22,16,3,59
1246,BernoulliNB,Cannabis,50,3,9,24,5,19,13,8,57
1247,BernoulliNB,Cannabis,40,9,13,19,6,22,12,7,59
1248,BernoulliNB,Cannabis,44,13,5,18,8,21,10,10,58
1249,BernoulliNB,Cannabis,50,3,9,21,6,20,9,8,61
1250,BernoulliNB,Cannabis,41,14,7,16,8,23,11,9,59
1251,BernoulliNB,Cannabis,50,6,6,22,9,17,14,8,56
1252,BernoulliNB,Cannabis,51,6,5,19,12,17,15,6,57
1253,BernoulliNB,Cannabis,51,5,6,19,11,18,12,4,62
1254,BernoulliNB,Cannabis,44,10,8,17,9,22,14,9,55
1255,BernoulliNB,Cannabis,45,7,10,21,13,14,9,12,57
1256,BernoulliNB,Cannabis,35,13,14,15,8,25,7,6,65
1257,BernoulliNB,Cannabis,47,10,5,27,8,12,14,12,52
1258,BernoulliNB,Cannabis,46,9,7,21,10,16,9,3,66
1259,BernoulliNB,Cannabis,47,5,10,17,8,22,14,5,59
1260,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1261,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1262,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1263,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1264,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1265,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1266,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1267,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1268,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1269,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1270,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1271,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1272,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1273,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1274,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1275,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1276,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1277,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1278,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1279,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1280,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1281,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1282,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1283,BernoulliNB,Choc,0,0,4,0,0,6,0,0,178
1284,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1285,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1286,BernoulliNB,Choc,0,0,3,0,0,7,0,0,178
1287,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1288,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1289,BernoulliNB,Choc,0,0,3,0,0,6,0,0,178
1290,BernoulliNB,Coke,90,30,0,27,25,0,7,9,0
1291,BernoulliNB,Coke,97,23,0,28,24,0,7,9,0
1292,BernoulliNB,Coke,90,30,0,29,23,0,9,7,0
1293,BernoulliNB,Coke,93,27,0,24,28,0,7,9,0
1294,BernoulliNB,Coke,97,23,0,25,27,0,8,8,0
1295,BernoulliNB,Coke,85,35,0,30,22,0,8,8,0
1296,BernoulliNB,Coke,99,20,0,26,27,0,4,12,0
1297,BernoulliNB,Coke,99,19,1,28,25,0,5,10,0
1298,BernoulliNB,Coke,95,23,1,24,29,0,8,7,0
1299,BernoulliNB,Coke,92,27,0,34,19,0,7,8,0
1300,BernoulliNB,Coke,88,32,0,32,20,0,6,10,0
1301,BernoulliNB,Coke,94,25,1,25,27,0,9,7,0
1302,BernoulliNB,Coke,100,20,0,29,23,0,3,13,0
1303,BernoulliNB,Coke,90,30,0,26,26,0,11,5,0
1304,BernoulliNB,Coke,107,13,0,27,25,0,3,13,0
1305,BernoulliNB,Coke,87,33,0,28,24,0,8,8,0
1306,BernoulliNB,Coke,88,31,0,31,22,0,7,9,0
1307,BernoulliNB,Coke,90,26,3,27,26,0,10,5,0
1308,BernoulliNB,Coke,96,20,3,27,26,0,7,7,1
1309,BernoulliNB,Coke,99,20,0,29,24,0,6,9,0
1310,BernoulliNB,Coke,98,22,0,27,25,0,6,10,0
1311,BernoulliNB,Coke,91,29,0,28,24,0,10,6,0
1312,BernoulliNB,Coke,90,30,0,24,28,0,7,9,0
